what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.weaving.aspectj,1.0.1.HEAD,"org.eclipse.equinox.weaving.aspectj",1341756902642
started,bundle,org.eclipse.equinox.weaving.caching,1.0.100.HEAD,"org.eclipse.equinox.weaving.caching",1341756902642
started,bundle,org.eclipse.equinox.weaving.caching.j9,1.0.100.HEAD,"org.eclipse.equinox.weaving.caching.j9",1341756902642
started,bundle,org.eclipse.jgit,2.0.0.201206130900-r,"org.eclipse.jgit",1341756902642
os,sysinfo,,,"linux",1341756902646
arch,sysinfo,,,"x86_64",1341756902646
ws,sysinfo,,,"gtk",1341756902646
locale,sysinfo,,,"en_US",1341756902646
processors,sysinfo,,,"2",1341756902646
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1341756902646
java.runtime.version,sysinfo,,,"1.7.0-b147",1341756902646
java.specification.name,sysinfo,,,"Java Platform API Specification",1341756902646
java.specification.vendor,sysinfo,,,"Oracle Corporation",1341756902646
java.specification.version,sysinfo,,,"1.7",1341756902646
java.vendor,sysinfo,,,"Oracle Corporation",1341756902646
java.version,sysinfo,,,"1.7.0",1341756902646
java.vm.info,sysinfo,,,"mixed mode",1341756902646
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1341756902646
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1341756902646
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1341756902646
java.vm.specification.version,sysinfo,,,"1.7",1341756902646
java.vm.vendor,sysinfo,,,"Oracle Corporation",1341756902646
java.vm.version,sysinfo,,,"21.0-b17",1341756902646
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1341756902650
started,bundle,org.tigris.subversion.subclipse.core,1.6.18,"org.tigris.subversion.subclipse.core",1341756902709
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341756902841
started,bundle,com.collabnet.subversion.merge,2.2.4,"com.collabnet.subversion.merge",1341756902978
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1341756903010
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1341756903022
started,bundle,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui",1341756903087
started,bundle,org.eclipse.contribution.weaving.jdt,2.1.3.e37x-20110628-1900,"org.eclipse.contribution.weaving.jdt",1341756903491
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341756904357
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1341756905374
started,bundle,de.walware.ecommons.ltk.ui,1.1.0.b201111071356sw,"de.walware.ecommons.ltk.ui",1341756905381
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1341756905386
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1341756905400
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341756911474
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1341756932668
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.17,"org.tigris.subversion.clientadapter.javahl",1341756934123
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.15,"org.tigris.subversion.clientadapter.svnkit",1341756934125
started,bundle,org.tmatesoft.svnkit,1.3.5.7406,"org.tmatesoft.svnkit",1341756948753
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1341756958042
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1341756958042
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341756958059
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1341756958505
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341756961075
started,bundle,org.eclipse.wst.jsdt.core,1.1.101.v201108151912,"org.eclipse.wst.jsdt.core",1341756962352
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1341756962407
started,bundle,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui",1341756962408
started,bundle,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui",1341756962556
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1341756975467
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341756975506
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341756978974
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1341757044927
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1341757044927
started,bundle,com.sun.jna,3.2.7,"com.sun.jna",1341757048341
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1341757066762
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341757066966
started,bundle,org.eclipse.jst.servlet.ui,1.1.501.v201108220630,"org.eclipse.jst.servlet.ui",1341757067253
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1341757067296
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1341757067299
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1341757067308
started,bundle,org.eclipse.wst.common.modulecore,1.2.101.v201108231700,"org.eclipse.wst.common.modulecore",1341757067312
started,bundle,org.eclipse.jst.j2ee.core,1.2.101.v201108110300,"org.eclipse.jst.j2ee.core",1341757067317
started,bundle,org.eclipse.jem,2.0.500.v201104271400,"org.eclipse.jem",1341757067329
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1341757067351
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1341757067354
started,bundle,org.eclipse.wst.validation,1.2.302.v201107140600,"org.eclipse.wst.validation",1341757067363
started,bundle,org.eclipse.jst.j2ee,1.1.501.v201108231845,"org.eclipse.jst.j2ee",1341757067384
started,bundle,org.eclipse.jst.jee.ui,1.0.400.v201105122000,"org.eclipse.jst.jee.ui",1341757067386
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1341757067399
started,bundle,org.aspectj.ajde,1.6.12.20110613132200,"org.aspectj.ajde",1341757067605
started,bundle,org.eclipse.ajdt.core,2.1.3.e37x-20110628-1900,"org.eclipse.ajdt.core",1341757067779
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1341757068102
started,bundle,org.eclipse.ajdt.ui,2.1.3.e37x-20110628-1900,"org.eclipse.ajdt.ui",1341757068408
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1341757068533
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1341757068547
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1341757068553
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341757068611
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1341757078670
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110502-1955,"org.eclipse.equinox.simpleconfigurator.manipulator",1341757078685
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110502-1955,"org.eclipse.equinox.frameworkadmin",1341757078688
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1341757089197
started,bundle,org.eclipse.jpt.common.core,1.0.1.v201108080010,"org.eclipse.jpt.common.core",1341757089281
started,bundle,org.eclipse.jpt.jpa.core,3.0.1.v201109073010,"org.eclipse.jpt.jpa.core",1341757089281
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1341757089739
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1341757089752
started,bundle,org.eclipse.wst.html.core,1.1.501.v201109080146,"org.eclipse.wst.html.core",1341757090535
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.100.v201101252155,"org.eclipse.jst.ws.jaxws.dom.integration",1341757091332
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1341757091359
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1341757091367
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1341757091387
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1341757091423
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1341757092108
error,log,,,"Errors occurred during the build.",1341757092198
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341757092512
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341757093710
started,bundle,org.eclipse.wst.css.core,1.1.500.v201104191926,"org.eclipse.wst.css.core",1341757094308
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341757095209
started,bundle,de.walware.ecommons.ltk.core,1.1.0.b201111071356sw,"de.walware.ecommons.ltk.core",1341757098014
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1341757098195
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1341757098197
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1341757098208
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1341757098212
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1341757098278
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1341757098283
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341757099729
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1341757109829
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341757109848
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341757113593
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1341757134242
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1341757134242
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341757136010
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341757136938
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1341757161159
started,bundle,org.eclipse.contribution.xref.core,2.1.3.e37x-20110628-1900,"org.eclipse.contribution.xref.core",1341757163287
started,bundle,org.eclipse.contribution.xref.ui,2.1.3.e37x-20110628-1900,"org.eclipse.contribution.xref.ui",1341757163300
started,bundle,org.eclipse.jst.common.frameworks,1.1.500.v201104081500,"org.eclipse.jst.common.frameworks",1341757164852
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341757256499
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341757263542
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1341757266840
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1341757268144
started,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1341757271642
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1341757271653
started,bundle,org.apache.geronimo.st.ui,2.2.0,"org.apache.geronimo.st.ui",1341757271657
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1341757272726
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341757272754
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1341757282052
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1341757282639
opened,editor,org.eclipse.ajdt.ui,2.1.3.e37x-20110628-1900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1341757285020
started,bundle,org.eclipse.ecf.presence,2.0.0.v20110829-0349,"org.eclipse.ecf.presence",1341757285254
started,bundle,org.eclipse.ecf.presence.ui,2.1.0.v20110829-0349,"org.eclipse.ecf.presence.ui",1341757285254
started,bundle,org.eclipse.ecf.docshare,2.1.0.v20110829-0349,"org.eclipse.ecf.docshare",1341757285254
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1341757285393
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1341757285401
activated,editor,org.eclipse.ajdt.ui,2.1.3.e37x-20110628-1900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1341757286661
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1341757287132
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1341757287450
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1341757287870
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341757288175
opened,view,org.eclipse.contribution.xref.ui,2.1.3.e37x-20110628-1900,"org.eclipse.contribution.xref.ui.views.XReferenceView",1341757292378
activated,view,org.eclipse.contribution.xref.ui,2.1.3.e37x-20110628-1900,"org.eclipse.contribution.xref.ui.views.XReferenceView",1341757292401
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341757292418
